iteration,improve, unimprove
202,4.926419075,5.016839098
203,4.926338567,5.016839098
204,4.926338567,5.016839098
205,4.926338567,5.016839098
206,4.926338567,5.016839098
207,4.926338567,5.016839098
208,4.926338567,5.016839098
209,4.926338567,5.016839098
210,4.926338567,5.016839098
211,4.926338567,5.016839098
212,4.926338567,5.016839098
213,4.926338567,5.016839098
214,4.926338567,5.016839098
215,4.926338567,5.016839098
216,4.9263175,5.016839098
217,4.9263175,5.016839098
218,4.9263175,5.016839098
219,4.9263175,5.016839098
220,4.9263175,5.016839098
221,4.9263175,5.016839098
222,4.9263175,5.016839098
223,4.9263175,5.016839098
224,4.9263175,5.016839098
225,4.926290602,5.016839098
226,4.926290602,5.016839098
227,4.926290602,5.016839098
228,4.926290602,5.016839098
229,4.926290602,5.016839098
230,4.926290602,5.016839098
231,4.926290602,5.016839098
232,4.926290602,5.016839098
233,4.926290602,5.016839098
234,4.926290602,5.016839098
235,4.926290602,5.016839098
236,4.926218713,5.016839098
237,4.926218713,5.016839098
238,4.926172168,5.016839098
239,4.926172168,5.016839098
240,4.926172168,5.016839098
241,4.926172168,5.016839098
242,4.926172168,5.016839098
243,4.926172168,5.016839098
244,4.926172168,5.016839098
245,4.926172168,5.016839098
246,4.926172168,5.016839098
247,4.926172168,5.016839098
248,4.926170207,5.016839098
249,4.926170207,5.016839098
250,4.926170207,5.016839098
251,4.926170207,5.016839098
252,4.926170207,5.016839098
253,4.926170207,5.016839098
254,4.926170207,5.016839098
255,4.926170207,5.016839098
256,4.926164828,5.016839098
257,4.926164828,5.016839098
258,4.926164828,5.016839098
259,4.926164828,5.016839098
260,4.926149344,5.016839098
261,4.926149344,5.016839098
262,4.926140327,5.016839098
263,4.926128446,5.016839098
264,4.926128446,5.016839098
265,4.926128446,5.016839098
266,4.926100287,5.016839098
267,4.926100287,5.016839098
268,4.926100287,5.016839098
269,4.926100287,5.016839098
270,4.926100287,5.016839098
271,4.926100287,5.016839098
272,4.926100287,5.016839098
273,4.926100287,5.016839098
274,4.926100287,5.016839098
275,4.926100287,5.016839098
276,4.926100287,5.016839098
277,4.926100287,5.016839098
278,4.926100287,5.016839098
279,4.926100287,5.016839098
280,4.926100287,5.016839098
281,4.926094937,5.016839098
282,4.926094937,5.016839098
283,4.926084535,5.016839098
284,4.926084535,5.016839098
285,4.926075084,5.016839098
286,4.926066454,5.016839098
287,4.926066454,5.016839098
288,4.926066454,5.016839098
289,4.926066454,5.016839098
290,4.926066454,5.016839098
291,4.926066454,5.016839098
292,4.926066454,5.016839098
293,4.926066454,5.016839098
294,4.926066454,5.016839098
295,4.926066454,5.016839098
296,4.926066454,5.016839098
297,4.926066454,5.016839098
298,4.926066454,5.016839098
299,4.926066454,5.016839098
300,4.926066454,5.016839098
301,4.926066454,5.016839098
302,4.926066454,5.016839098
303,4.926066454,5.016839098
304,4.926066454,5.016839098
305,4.926066454,5.016839098
306,4.92605553,5.016839098
307,4.92605553,5.016839098
308,4.92605272,5.014547705
309,4.926051779,5.012278347
310,4.926051779,5.012278347
311,4.926051779,5.012278347
312,4.926051779,5.012278347
313,4.926051779,5.012278347
314,4.926051779,5.012278347
315,4.926051779,5.012278347
316,4.926051779,5.012278347
317,4.926051779,5.012278347
318,4.926051779,5.012278347
319,4.926048406,5.012278347
320,4.926048406,5.012278347
321,4.926048406,5.012278347
322,4.926048406,5.012278347
323,4.92604581,5.012278347
324,4.926043516,5.012278347
325,4.926043516,5.012278347
326,4.926043516,5.012278347
327,4.926043516,5.012278347
328,4.926043516,5.009266473
329,4.926043516,5.008890058
330,4.926043516,5.008890058
331,4.926042202,5.008890058
332,4.926042202,5.006339545
333,4.926042202,5.006339545
334,4.926042202,5.006339545
335,4.926042202,5.006339545
336,4.926042202,5.006339545
337,4.926042202,5.006339545
338,4.926042202,5.006339545
339,4.926042202,5.006339545
340,4.926042202,5.006339545
341,4.926040386,5.006339545
342,4.926040386,5.006339545
343,4.926038355,5.006339545
344,4.926038355,5.006339545
345,4.926038355,5.006339545
346,4.926038355,5.006339545
347,4.926038355,5.006339545
348,4.926038355,5.006339545
349,4.926038355,5.006339545
350,4.926036894,5.006339545
351,4.926036894,5.006339545
352,4.926036894,5.006339545
353,4.926036894,5.006339545
354,4.92603619,5.006339545
355,4.92603619,5.006339545
356,4.92603619,5.006339545
357,4.92603619,5.006339545
358,4.926030533,5.006339545
359,4.926030533,5.006339545
360,4.926030533,5.006339545
361,4.926030533,5.006339545
362,4.926030533,5.006339545
363,4.926030533,5.006339545
364,4.926030533,5.006339545
365,4.926030533,5.006339545
366,4.926030533,5.006339545
367,4.926030533,5.006339545
368,4.926030533,5.006339545
369,4.926030533,5.006339545
370,4.926030533,5.006339545
371,4.926030533,5.006339545
372,4.926030533,5.006339545
373,4.926030533,5.006339545
374,4.926030533,5.006339545
375,4.926030533,5.006339545
376,4.926030533,5.006339545
377,4.926030533,5.006339545
378,4.926030533,5.006339545
379,4.926030269,5.006339545
380,4.926030269,5.006339545
381,4.926030269,5.006339545
382,4.926030269,5.006339545
383,4.926029695,5.006339545
384,4.926029695,5.006339545
385,4.926029695,5.006339545
386,4.926029695,5.006339545
387,4.926029695,5.006339545
388,4.926029695,5.006339545
389,4.926029695,5.006339545
390,4.926029695,5.006339545
391,4.926029695,5.006339545
392,4.926029695,5.006339545
393,4.926029695,5.006339545
394,4.926029695,5.006339545
395,4.926029695,5.006339545
396,4.926029695,5.006339545
397,4.926029695,5.006339545
398,4.926029695,5.006339545
399,4.926029695,5.006339545
400,4.926029695,5.006339545
401,4.926029695,5.006339545
402,4.926029695,5.006339545
403,4.926029695,5.006339545
404,4.926029695,5.006339545
405,4.926029695,5.006339545
406,4.926029695,5.006339545
407,4.926029695,5.006339545
408,4.926029695,5.006339545
409,4.926029695,5.006339545
410,4.926029695,5.004196339
411,4.926029695,5.004196339
412,4.926029695,5.004196339
413,4.926029695,5.004196339
414,4.926029695,5.004196339
415,4.92602965,5.004196339
416,4.92602965,5.004196339
417,4.92602965,5.004196339
418,4.926029642,5.004196339
419,4.926029642,5.004196339
420,4.926029642,5.004196339
421,4.926029642,5.003939684
422,4.926029642,5.003939684
423,4.926029642,5.003939684
424,4.926029642,5.003939684
425,4.926029642,5.003939684
426,4.926029642,5.003939684
427,4.926029642,5.003939684
428,4.926029642,5.003939684
429,4.926029642,5.003939684
430,4.926029642,5.003939684
431,4.926029642,5.003939684
432,4.926029642,5.003939684
433,4.926029642,5.003939684
434,4.926029642,5.003939684
435,4.926029642,5.003939684
436,4.926029642,5.003939684
437,4.926029642,5.003939684
438,4.926029642,5.003939684
439,4.926029642,5.00130682
440,4.926029642,5.00130682
441,4.926029642,5.00130682
442,4.926029642,5.00130682
443,4.926029642,4.998889572
444,4.926029642,4.998889572
445,4.926029642,4.998889572
446,4.926029642,4.997410725
447,4.926029642,4.997410725
448,4.926029642,4.997410725
449,4.926029642,4.997410725
450,4.926029566,4.997410725
451,4.926029566,4.997410725
452,4.926029566,4.997410725
453,4.926029566,4.997410725
454,4.926029566,4.997410725
455,4.926029566,4.997410725
456,4.926029566,4.997410725
457,4.926029566,4.997410725
458,4.926029566,4.997410725
459,4.926029566,4.997410725
460,4.926029566,4.997410725
461,4.926029566,4.997410725
462,4.926029566,4.997410725
463,4.926029566,4.997410725
464,4.926029566,4.997410725
465,4.926029566,4.997410725
466,4.926029566,4.995909668
467,4.926029566,4.995909668
468,4.926029566,4.995909668
469,4.926029566,4.995909668
470,4.926029566,4.995909668
471,4.926029566,4.995909668
472,4.926029566,4.995909668
473,4.926029566,4.995909668
474,4.926029566,4.995909668
475,4.926029566,4.995909668
476,4.926029566,4.995909668
477,4.926029566,4.995909668
478,4.926029566,4.995909668
479,4.926028699,4.995909668
480,4.926028699,4.995909668
481,4.926028699,4.995909668
482,4.926028546,4.995909668
483,4.926028546,4.995909668
484,4.926028546,4.995909668
485,4.926028546,4.995909668
486,4.926028546,4.995909668
487,4.926028546,4.995909668
488,4.926028546,4.995909668
489,4.926028546,4.995909668
490,4.926027749,4.995909668
491,4.926027749,4.995909668
492,4.926027749,4.995909668
493,4.926027749,4.995909668
494,4.926027749,4.995909668
495,4.926026869,4.995909668
496,4.926026869,4.995909668
497,4.926026869,4.995909668
498,4.926026869,4.995909668
499,4.926026869,4.995909668
500,4.926026869,4.995909668
501,4.926026869,4.995909668
502,4.926026869,4.995909668
503,4.926026869,4.995909668
504,4.926026869,4.995909668
505,4.926026869,4.995909668
506,4.926026869,4.995909668
507,4.926026869,4.995909668
508,4.926026869,4.995909668
509,4.926026869,4.995909668
510,4.926026713,4.995909668
511,4.926026573,4.995909668
512,4.926026132,4.995909668
513,4.926026132,4.995909668
514,4.926026132,4.995909668
515,4.926026132,4.995909668
516,4.926026132,4.995909668
517,4.926026132,4.995909668
518,4.926026016,4.995909668
519,4.926025832,4.995909668
520,4.926025832,4.995909668
521,4.926025832,4.995909668
522,4.92602578,4.995909668
523,4.92602578,4.995909668
524,4.926025648,4.995909668
525,4.926025648,4.995909668
526,4.926025367,4.995909668
527,4.926025367,4.995909668
528,4.926025367,4.995909668
529,4.926025367,4.995909668
530,4.926025367,4.995909668
531,4.926025367,4.995909668
532,4.926025367,4.995909668
533,4.926025367,4.995909668
534,4.926025367,4.995909668
535,4.926025367,4.994683743
536,4.926025367,4.994683743
537,4.926025367,4.994107987
538,4.926025367,4.994107987
539,4.926025367,4.994107987
540,4.926025367,4.994107987
541,4.926025367,4.994107987
542,4.926025367,4.994107987
543,4.926025367,4.993822822
544,4.926025367,4.993822822
545,4.926025367,4.993822822
546,4.926025367,4.993822822
547,4.926025367,4.993822822
548,4.926025271,4.993822822
549,4.926025271,4.993822822
550,4.926025241,4.993822822
551,4.926025241,4.993822822
552,4.926025241,4.993822822
553,4.926025241,4.993822822
554,4.926025241,4.993822822
555,4.926025241,4.993822822
556,4.926025241,4.993822822
557,4.926025241,4.993822822
558,4.926025241,4.993822822
559,4.926025241,4.993822822
560,4.926025241,4.993822822
561,4.926025241,4.993822822
562,4.926025241,4.991858472
563,4.926025241,4.991858472
564,4.926025241,4.991858472
565,4.926025241,4.991858472
566,4.926025241,4.991858472
567,4.926025241,4.991858472
568,4.92602513,4.991858472
569,4.92602513,4.991858472
570,4.92602513,4.991858472
571,4.926025069,4.991858472
572,4.926025069,4.991858472
573,4.926025069,4.991858472
574,4.926025069,4.991858472
575,4.926025013,4.991858472
576,4.926025013,4.991858472
577,4.926024894,4.991858472
578,4.926024771,4.990723048
579,4.926024719,4.990723048
580,4.926024719,4.990723048
581,4.926024719,4.990723048
582,4.926024719,4.990723048
583,4.926024719,4.990723048
584,4.926024719,4.990723048
585,4.926024653,4.990723048
586,4.926024653,4.990723048
587,4.926024653,4.990723048
588,4.926024653,4.990723048
589,4.926024562,4.990133953
590,4.926024548,4.990133953
591,4.926024548,4.990133953
592,4.926024548,4.990133953
593,4.926024515,4.990133953
594,4.926024404,4.988820722
595,4.926024404,4.988790307
596,4.926024384,4.988790307
597,4.926024384,4.987890196
598,4.926024335,4.987890196
599,4.926024335,4.987890196
600,4.926024335,4.986597233
601,4.926024335,4.986597233
602,4.926024313,4.986597233
603,4.926024313,4.986597233
604,4.926024313,4.986597233
605,4.926024313,4.986597233
606,4.926024313,4.986597233
607,4.926024313,4.986597233
608,4.926024313,4.986597233
609,4.926024313,4.986597233
610,4.926024288,4.986597233
611,4.926024288,4.986597233
612,4.926024288,4.986597233
613,4.926024288,4.986597233
614,4.926024288,4.986597233
615,4.92602428,4.986597233
616,4.92602428,4.986597233
617,4.92602428,4.986597233
618,4.92602428,4.986597233
619,4.92602428,4.986597233
620,4.926024242,4.986597233
621,4.926024242,4.986597233
622,4.926024242,4.986597233
623,4.926024242,4.986597233
624,4.926024242,4.986597233
625,4.926024242,4.986597233
626,4.926024226,4.985349817
627,4.926024226,4.985349817
628,4.926024226,4.985349817
629,4.926024226,4.985349817
630,4.926024226,4.985349817
631,4.926024226,4.985349817
632,4.926024218,4.985349817
633,4.926024218,4.985349817
634,4.926024214,4.985349817
635,4.926024214,4.985349817
636,4.926024214,4.985349817
637,4.926024214,4.985349817
638,4.926024198,4.985349817
639,4.926024198,4.985349817
640,4.926024162,4.985349817
641,4.926024162,4.985349817
642,4.926024162,4.985349817
643,4.92602412,4.985349817
644,4.92602412,4.985349817
645,4.92602412,4.985349817
646,4.92602412,4.985349817
647,4.92602412,4.985349817
648,4.926024097,4.985349817
649,4.926024097,4.985349817
650,4.926024097,4.985349817
651,4.926024097,4.985349817
652,4.926024097,4.985349817
653,4.926024097,4.985349817
654,4.926024091,4.985349817
655,4.926024091,4.985349817
656,4.926024091,4.985349817
657,4.926024081,4.985349817
658,4.926024081,4.985349817
659,4.926024081,4.985349817
660,4.926024081,4.985349817
661,4.926024081,4.985349817
662,4.926024081,4.985349817
663,4.926024081,4.985349817
664,4.926024081,4.985349817
665,4.926024081,4.985349817
666,4.926024081,4.985349817
667,4.926024081,4.985349817
668,4.926024081,4.985349817
669,4.926024081,4.985349817
670,4.926024081,4.985349817
671,4.926024081,4.985349817
672,4.926024081,4.985349817
673,4.926024081,4.985349817
674,4.926024081,4.985349817
675,4.926024081,4.985349817
676,4.926024081,4.985349817
677,4.926024081,4.985349817
678,4.926024081,4.985349817
679,4.926024081,4.985349817
680,4.926024081,4.985349817
681,4.926024081,4.985349817
682,4.926024081,4.985349817
683,4.926024081,4.985349817
684,4.926024081,4.985349817
685,4.926024076,4.985349817
686,4.926024076,4.985349817
687,4.926024076,4.985349817
688,4.926024076,4.985349817
689,4.926024072,4.985349817
690,4.926024072,4.985349817
691,4.926024072,4.985349817
692,4.926024072,4.985349817
693,4.926024072,4.985349817
694,4.926024072,4.985349817
695,4.926024072,4.985349817
696,4.926024072,4.985349817
697,4.926024072,4.985349817
698,4.926024072,4.985349817
699,4.926024072,4.985349817
700,4.926024072,4.984509978
701,4.926024072,4.984509978
702,4.92602407,4.984509978
703,4.92602407,4.984509978
704,4.92602407,4.984509978
705,4.92602407,4.984509978
706,4.92602407,4.984509978
707,4.926024063,4.984509978
708,4.926024061,4.984509978
709,4.926024061,4.984509978
710,4.926024061,4.984509978
711,4.926024061,4.984509978
712,4.926024059,4.984509978
713,4.926024059,4.984509978
714,4.926024059,4.984509978
715,4.926024059,4.984509978
716,4.926024059,4.984509978
717,4.926024059,4.984509978
718,4.926024059,4.984509978
719,4.926024059,4.984509978
720,4.926024059,4.984509978
721,4.926024058,4.984509978
722,4.926024058,4.984509978
723,4.926024058,4.984509978
724,4.926024058,4.984509978
725,4.926024058,4.984509978
726,4.926024058,4.984509978
727,4.926024058,4.984509978
728,4.926024058,4.984509978
729,4.926024058,4.984509978
730,4.926024058,4.984509978
731,4.926024058,4.984509978
732,4.926024058,4.984509978
733,4.926024058,4.984509978
734,4.926024058,4.984509978
735,4.926024058,4.984509978
736,4.926024058,4.984509978
737,4.926024058,4.984509978
738,4.926024058,4.984509978
739,4.926024058,4.984509978
740,4.926024058,4.984509978
741,4.926024057,4.984509978
742,4.926024057,4.984509978
743,4.926024057,4.984509978
744,4.926024057,4.984509978
745,4.926024057,4.984509978
746,4.926024057,4.984509978
747,4.926024057,4.984509978
748,4.926024057,4.984509978
749,4.926024056,4.984509978
750,4.926024051,4.984509978
751,4.926024042,4.984509978
752,4.926024038,4.984509978
753,4.926024029,4.984509978
754,4.926024027,4.984509978
755,4.926024027,4.984509978
756,4.926024027,4.984509978
757,4.926024027,4.984509978
758,4.926024027,4.984509978
759,4.926024027,4.984509978
760,4.926024027,4.984509978
761,4.926024027,4.984509978
762,4.926024027,4.984509978
763,4.926024027,4.984509978
764,4.926024027,4.984509978
765,4.926024027,4.984509978
766,4.926024027,4.984509978
767,4.926024027,4.984509978
768,4.926024027,4.984509978
769,4.926024027,4.984509978
770,4.926024027,4.984509978
771,4.926024027,4.984509978
772,4.926024027,4.984509978
773,4.926024027,4.984509978
774,4.926024027,4.984509978
775,4.926024027,4.984484246
776,4.926024027,4.984484246
777,4.926024027,4.984484246
778,4.926024027,4.984484246
779,4.926024027,4.984484246
780,4.926024027,4.984484246
781,4.926024027,4.984484246
782,4.926024027,4.984484246
783,4.926024027,4.984484246
784,4.926024027,4.984484246
785,4.926024027,4.984484246
786,4.926024027,4.984484246
787,4.926024027,4.984484246
788,4.926024027,4.984484246
789,4.926024027,4.983780236
790,4.926024027,4.983780236
791,4.926024027,4.983151103
792,4.926024027,4.983151103
793,4.926024027,4.982956935
794,4.926024027,4.982735866
795,4.926024026,4.981799774
796,4.926024026,4.981799774
797,4.926024026,4.981799774
798,4.926024026,4.981799774
799,4.926024026,4.981799774
800,4.926024026,4.981799774
801,4.926024026,4.981799774
802,4.926024016,4.981799774
803,4.926024005,4.981799774
804,4.926024005,4.981799774
805,4.926024005,4.981799774
806,4.926024005,4.981799774
807,4.926024005,4.981799774
808,4.926024005,4.981799774
809,4.926024005,4.981799774
810,4.926024005,4.981663156
811,4.926024005,4.980056347
812,4.926024005,4.980056347
813,4.926024005,4.979224877
814,4.926023998,4.979224877
815,4.926023998,4.979224877
816,4.926023998,4.979224877
817,4.92602399,4.979224877
818,4.92602399,4.979224877
819,4.92602399,4.979224877
820,4.926023989,4.979224877
821,4.926023989,4.979224877
822,4.926023988,4.979224877
823,4.926023988,4.979224877
824,4.926023988,4.979224877
825,4.926023986,4.979224877
826,4.926023986,4.979224877
827,4.926023979,4.979224877
828,4.926023974,4.979224877
829,4.926023963,4.979224877
830,4.92602396,4.979224877
831,4.92602396,4.979224877
832,4.92602396,4.979224877
833,4.92602396,4.979224877
834,4.926023952,4.979224877
835,4.926023952,4.979224877
836,4.926023952,4.979224877
837,4.926023952,4.979224877
838,4.926023949,4.979224877
839,4.926023947,4.979224877
840,4.926023931,4.979224877
841,4.926023931,4.979224877
842,4.926023931,4.979224877
843,4.926023931,4.979224877
844,4.92602393,4.979224877
845,4.926023927,4.979224877
846,4.926023927,4.979224877
847,4.926023927,4.979224877
848,4.926023927,4.979224877
849,4.926023927,4.979224877
850,4.926023927,4.979224877
851,4.926023924,4.979224877
852,4.926023924,4.979224877
853,4.926023924,4.979224877
854,4.926023923,4.979224877
855,4.926023923,4.979224877
856,4.926023908,4.979224877
857,4.926023908,4.979224877
858,4.926023908,4.979224877
859,4.926023908,4.979224877
860,4.926023908,4.979224877
861,4.926023908,4.979224877
862,4.926023903,4.979224877
863,4.926023903,4.979224877
864,4.926023903,4.979224877
865,4.926023903,4.979224877
866,4.926023903,4.979224877
867,4.926023903,4.979224877
868,4.926023903,4.979224877
869,4.926023903,4.979224877
870,4.926023903,4.979224877
871,4.926023891,4.979224877
872,4.926023891,4.979224877
873,4.926023891,4.979224877
874,4.926023891,4.979224877
875,4.926023891,4.979224877
876,4.926023891,4.979224877
877,4.926023891,4.979224877
878,4.926023891,4.979224877
879,4.926023891,4.979224877
880,4.926023891,4.979224877
881,4.926023891,4.979224877
882,4.926023891,4.979224877
883,4.926023891,4.979224877
884,4.926023891,4.979224877
885,4.926023891,4.979224877
886,4.926023891,4.979224877
887,4.926023891,4.979224877
888,4.926023891,4.979224877
889,4.926023891,4.979224877
890,4.926023891,4.979224877
891,4.926023891,4.979224877
892,4.926023891,4.979224877
893,4.926023891,4.979224877
894,4.926023891,4.979224877
895,4.926023891,4.979224877
896,4.926023891,4.979224877
897,4.926023891,4.979224877
898,4.926023891,4.979224877
899,4.926023891,4.979224877
900,4.926023891,4.979224877
901,4.926023891,4.979224877
902,4.926023891,4.979224877
903,4.926023891,4.979224877
904,4.926023891,4.979224877
905,4.926023891,4.979224877
906,4.926023891,4.979224877
907,4.926023891,4.979224877
908,4.926023891,4.979224877
909,4.926023891,4.979224877
910,4.926023891,4.979224877
911,4.926023891,4.979224877
912,4.926023891,4.979224877
913,4.926023891,4.979224877
914,4.926023891,4.979224877
915,4.926023891,4.979224877
916,4.926023891,4.979224877
917,4.926023891,4.979224877
918,4.926023891,4.979224877
919,4.926023891,4.979224877
920,4.926023891,4.979224877
921,4.926023891,4.979224877
922,4.926023891,4.979224877
923,4.926023891,4.979224877
924,4.926023891,4.979224877
925,4.926023891,4.979224877
926,4.926023891,4.979224877
927,4.926023891,4.979224877
928,4.926023891,4.979224877
929,4.926023891,4.979224877
930,4.926023891,4.979224877
931,4.926023891,4.979224877
932,4.926023891,4.979224877
933,4.926023891,4.979224877
934,4.926023891,4.979224877
935,4.926023891,4.979224877
936,4.926023891,4.979224877
937,4.926023891,4.979224877
938,4.926023891,4.979224877
939,4.926023891,4.979224877
940,4.926023891,4.979224877
941,4.926023891,4.97872992
942,4.926023891,4.97872992
943,4.926023891,4.97872992
944,4.926023891,4.97872992
945,4.926023891,4.97872992
946,4.926023891,4.97872992
947,4.926023891,4.97872992
948,4.926023891,4.97872992
949,4.926023891,4.97872992
950,4.926023891,4.97872992
951,4.926023891,4.97872992
952,4.926023891,4.97872992
953,4.926023891,4.97872992
954,4.926023891,4.97872992
955,4.926023891,4.97872992
956,4.926023891,4.97872992
957,4.926023891,4.978672462
958,4.926023891,4.978672462
959,4.926023891,4.978672462
960,4.926023891,4.978672462
961,4.926023891,4.978672462
962,4.926023891,4.978349131
963,4.926023891,4.978349131
964,4.926023891,4.978349131
965,4.926023891,4.978349131
966,4.926023891,4.978349131
967,4.926023891,4.978349131
968,4.926023891,4.978349131
969,4.926023891,4.978349131
970,4.926023891,4.978349131
971,4.926023891,4.978349131
972,4.926023891,4.978349131
973,4.92602389,4.978349131
974,4.92602389,4.978349131
975,4.92602389,4.978349131
976,4.92602389,4.978349131
977,4.92602389,4.978349131
978,4.92602389,4.978349131
979,4.92602389,4.978349131
980,4.92602389,4.978349131
981,4.926023884,4.978349131
982,4.926023884,4.978349131
983,4.926023884,4.978349131
984,4.926023884,4.978349131
985,4.926023884,4.978349131
986,4.926023884,4.978091877
987,4.926023884,4.978091877
988,4.926023884,4.978091877
989,4.926023884,4.978091877
990,4.926023884,4.978091877
991,4.926023884,4.978091877
992,4.926023884,4.978091877
993,4.926023884,4.978091877
994,4.926023884,4.978091877
995,4.926023884,4.978091877
996,4.926023884,4.978091877
997,4.926023884,4.978091877
998,4.926023884,4.978091877
